Substance,Macro-region,Sector,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2,Middle East,Forest Land,-12.08097037,-11.11685887,-11.07473372,-10.65943801,-10.48120726,-10.22982508,-10.1810597,-9.755755739,-9.910912382,-10.02044716,-9.904099049,-9.851616113,-10.6444201,-10.04653819,-10.07671801,-10.00625165,-9.823956339,-9.537965154,-9.289296863,-9.165300347,-9.241786386,-9.184421298,-8.869433464,-8.718136885,-8.552712673,-8.98588115,-9.232001542,-9.075281751,-8.961308493,-8.823446422,-9.146099364,-8.953099725,-8.874660418,-8.718683716
CO2,North America,Deforestation,120.8134026,121.1564012,121.4835638,121.7380294,122.1109128,122.4498163,122.7932972,123.1196108,123.4590972,123.7642475,124.1591432,124.4950782,124.7892456,125.1903973,125.4992838,125.9147255,126.2427789,126.5442659,126.8971116,127.2462694,127.5664581,127.9655733,128.2994227,128.7056795,129.1436674,129.3601146,129.5576735,129.7151583,129.7554799,129.7086057,129.7378809,131.917099,131.917099,131.917099
CO2,North America,Fires,195.1166719,210.3016876,126.6605559,149.2948795,285.8042889,285.8042889,126.9376175,84.46451772,327.8301079,135.3045329,149.15986,89.97811916,79.08091643,100.8672361,72.1329305,74.96986279,47.89649616,62.02040807,47.10981977,33.39052905,44.83086801,58.61221627,78.8858286,115.7876803,77.31921754,136.822934,59.36951706,92.58695853,105.4284652,72.71783104,89.3501821,178.6750879,70.16766534,503.1694548
GWP_100_AR5_CH4,North America,Fires,34.97647502,36.35002042,24.1736662,29.69061958,58.42376661,58.42376661,20.87353085,15.51601468,74.31722159,33.03400073,30.51755684,18.60947645,31.58535034,32.54822295,19.38073025,20.66881439,20.19387371,50.54868619,12.88265605,10.83027883,13.02460364,41.14085527,29.09921718,36.36025552,27.36981214,32.54802808,20.84217363,29.83154362,18.60411733,19.22372913,11.79828602,40.18780897,17.98617912,144.3587945
GWP_100_AR5_N2O,North America,Fires,7.695243465,8.174298562,5.445953872,6.136379725,8.991364267,8.991364267,5.407369578,3.635116971,9.817345184,6.488683804,6.924602532,3.583824795,1.990826282,2.328849078,2.508559473,2.315589168,2.301906026,2.277910927,2.131516811,1.605372477,1.973191391,2.642859123,2.327619449,2.632882685,2.336839507,4.157809111,1.659371087,3.726877959,4.550418932,2.282545945,4.322026333,5.530961654,2.614032363,9.176056934
CO2,North America,Forest Land,-1553.70164,-1588.678207,-1586.381961,-1599.162138,-1580.515562,-1576.393174,-1592.616566,-1584.773118,-1596.159881,-1566.293048,-1559.341937,-1638.969847,-1623.140101,-1660.678354,-1584.9835,-1585.075849,-1644.722646,-1748.13794,-1983.145075,-2128.664631,-1983.770589,-1925.866528,-1937.672136,-1907.003245,-1898.112686,-1893.550112,-1926.895971,-1916.048995,-1850.331901,-1868.893085,-1931.884972,-1658.25986,-1645.532679,-1662.699126
CO2,North America,Organic Soil,45.69863468,44.9614076,45.18567326,45.47029302,45.75123888,45.77461223,45.68361998,45.62550024,45.69676735,40.08155412,39.74976714,46.12265195,46.09477093,45.71206458,45.52832115,45.23305855,45.03535287,44.20961069,44.03585256,43.78285334,43.94349239,44.01398947,44.09120906,43.27715964,41.82540659,45.29355868,44.40779205,45.85787076,46.87977688,43.51565703,43.51565703,43.51565703,43.51565703,43.51565703
CO2,North America,Other Land,-438.5740073,-446.8009631,-441.9553287,-427.6660866,-446.4397543,-421.5848793,-446.2442177,-429.3923448,-435.5654469,-431.0380169,-436.1950861,-444.1607527,-423.5631416,-448.5563569,-368.201171,-425.1678987,-451.8872805,-415.0781593,-396.9579126,-365.6837764,-383.3812489,-423.8236014,-432.6928797,-397.6386194,-410.178477,-348.1465342,-441.7589855,-440.141348,-424.4764388,-384.0172249,-457.4097691,-451.0196659,-451.0196659,-451.0196659
CO2,South-East Asia and developing Pacific,Deforestation,965.5794894,872.7989394,886.9607694,862.2729594,873.7678694,862.0039894,863.9864694,855.8169394,880.4544794,862.5724094,921.3073294,303.4287283,310.6339887,273.0960501,387.7368549,379.1313415,368.2833975,454.689146,423.7097449,499.7727989,282.034625,314.6812109,393.6769912,533.7515088,392.433143,886.071615,600.9617897,606.7036617,745.4713462,630.860028,630.860028,630.860028,630.860028,630.860028
CO2,South-East Asia and developing Pacific,Fires,1.007512141,3.871683648,3.656364003,7.643701375,2.637067825,2.637067825,3.122929294,1.739768861,3.202130246,3.711771352,6.110620593,2.180732983,4.076609975,5.792473568,8.737733982,5.536586607,4.79263377,7.408910451,1.160196309,7.006742273,7.528978458,2.240141563,5.138937466,7.738348392,4.755430563,7.265270648,4.552103364,1.17327994,1.691586153,4.89733841,3.18226033,3.95067279,2.457378849,4.283452554
GWP_100_AR5_CH4,South-East Asia and developing Pacific,Fires,66.18033708,119.2764725,118.5009708,114.5712003,69.57618833,69.57618833,78.97294728,45.16552098,104.7378605,105.1543057,117.1589869,72.74072564,186.4108608,87.98395323,219.8005153,111.2020343,234.298883,72.91295963,41.41729705,168.4621709,58.33472628,95.37571327,104.6743411,94.28734428,215.9412423,222.0738342,55.18366478,37.78396432,92.27843755,181.1581212,55.70692119,37.40969173,21.05466832,116.6372229
GWP_100_AR5_N2O,South-East Asia and developing Pacific,Fires,10.89433531,15.75563295,14.4829893,15.3174063,14.41662067,14.41662067,15.05036233,11.09051332,14.38361676,10.03183798,12.01251836,10.84426575,8.495626346,12.18397899,20.73302898,11.22732284,12.24324391,17.45259319,9.32738591,14.26856527,14.10977349,9.40664767,12.0252911,9.902517383,12.94155592,15.05591304,9.480678126,9.420723638,8.187250027,10.86056508,12.29076095,9.833195263,5.893661488,10.29116987
CO2,South-East Asia and developing Pacific,Forest Land,802.2209953,794.0962044,788.6150172,728.1301749,685.8443062,658.6619662,635.2666122,627.345767,612.1328599,608.2063119,599.5501045,549.4682161,580.0005931,607.7673565,612.2834495,599.3190185,565.9869011,586.5245245,575.1856967,510.1786614,564.0001893,607.9343452,609.5593759,666.2512211,669.0537329,587.9525262,592.3034771,584.2649756,633.0004871,635.2799176,663.4533926,687.1517004,668.6557185,684.7509705
CO2,South-East Asia and developing Pacific,Organic Soil,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,374.34567,563.26067,381.15767,608.85467,655.33167,1354.489592,440.316514,380.880436,657.188358,413.64128,469.49928,737.76828,483.43328,974.15228,1200.64128,475.17528,397.64928,508.64128,856.32428,856.32428,856.32428,856.32428,856.32428
CO2,South-East Asia and developing Pacific,Other Land,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.097,3.823583333,3.598583333,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422
CO2,Southern Asia,Deforestation,97.19253743,97.19253743,97.19253743,97.19253743,97.19253743,87.12617044,77.05980346,66.99343647,56.92706949,46.8607025,36.79433552,35.93857742,35.11543032,34.29243322,33.37641612,32.58863901,31.84190991,31.03614681,34.46824033,37.61128085,41.13409436,35.659822,18.528605,18.564385,25.132162,28.960566,29.210566,29.052566,22.853566,17.647566,17.647566,17.647566,17.647566,17.647566
CO2,Southern Asia,Fires,3.320523139,8.393178198,6.854575517,7.732518945,8.649493466,8.649493466,6.216880308,3.079041148,6.056443696,6.228309095,7.945498894,4.489618519,0.47456914,2.774675668,2.750229854,1.839295843,2.567518442,2.770074624,1.567478284,7.627811523,3.359052891,1.404830557,5.87900085,1.655296235,3.886204748,1.992604379,4.173042646,1.666057362,3.096941941,3.920399771,0.90867225,3.105072308,3.610797264,1.808918392
GWP_100_AR5_CH4,Southern Asia,Fires,12.65890982,13.11891576,13.01941431,10.76455143,16.07888607,16.07888607,16.56450581,12.35543331,8.894351268,17.07281243,14.92545258,10.2032628,1.65482132,7.307865215,10.00695301,6.650871981,6.470407768,9.990375433,7.169500783,18.94995232,15.38623847,8.117733705,18.28579531,11.79397793,9.986645928,5.870354467,12.24908321,13.58633475,11.72153206,8.125466461,3.1352976,19.15291785,8.599749375,7.379950004
GWP_100_AR5_N2O,Southern Asia,Fires,3.852994051,3.935295741,4.209287261,3.444971724,4.999868452,4.999868452,5.261532199,3.975131631,2.818739952,5.394975709,4.773217645,3.144118976,0.526948898,2.201602772,3.009398004,1.995568142,1.969023563,2.961753634,2.093869505,5.677435478,4.448345216,2.403894913,5.420764992,3.43341481,2.962887479,1.751397103,3.637367589,3.962397204,3.47495454,2.447291191,0.986710855,5.651419154,2.614978736,2.187912574
CO2,Southern Asia,Forest Land,1130.786092,1170.090293,1182.193557,1196.760476,1205.934283,1212.031737,1186.62213,1181.09956,1191.539301,1202.881231,1204.61992,1214.740144,1302.789937,1311.321473,1304.5319,1314.485882,1320.072677,1335.738028,1340.432907,1345.253888,1350.968153,1350.423201,1347.593111,1344.643792,1341.975091,1330.252248,1328.799351,1321.632006,1315.559091,1309.8038,1302.632065,1295.986868,1280.869628,1274.052623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWP_100_AR5_GHG,Africa,Net,-477.1882223,-302.3358561,-184.0393675,69.84566955,19.26082931,128.7346984,234.744935,-58.23879406,291.2691043,293.5543265,635.6643924,506.2530262,458.0170291,484.8259097,503.2360718,676.944866,692.2596363,786.0438295,891.2037117,866.9116093,1010.409793,1717.018977,1660.495338,1583.284139,1513.870489,1252.463431,1298.043118,1343.775469,1387.484486,1361.38724,1441.389893,1600.975268,1577.034461,1602.797165
GWP_100_AR5_GHG,Asia-Pacific Developed,Net,66.33121337,88.76092344,99.0023796,433.1489728,33.01501767,9.606573965,-140.8105691,-254.3854352,-3.862423543,96.88706213,362.3542725,481.6992112,819.0755931,-74.72944514,244.8485303,-208.498398,393.0501254,311.7989335,-115.3943234,-67.08638146,-233.4011371,997.1699175,884.5564758,-100.8806841,138.303597,105.5254521,-214.741194,332.0667373,234.5488884,162.397985,-169.9153903,-194.6347636,-135.9763538,764.1496608
GWP_100_AR5_GHG,Eastern Asia,Net,-667.196521,-678.4137532,-626.6055479,-683.5292981,-733.0305185,-732.5586431,-777.3447191,-843.6960815,-729.1775689,-768.7895135,-725.5338023,-851.5988389,-911.9091518,-894.5400191,-915.1916348,-932.1550606,-949.4786015,-927.9528501,-869.8110033,-847.1605452,-835.595145,-856.5698553,-881.9054906,-881.8622792,-944.957225,-1024.440381,-994.5264602,-1041.917835,-989.7200836,-1052.034774,-1014.633329,-1025.914003,-1031.446325,-1033.380755
GWP_100_AR5_GHG,Eurasia,Net,-1198.460102,-1126.236659,-1181.247684,-1478.29588,-1290.490001,-1304.969681,-1420.409151,-1557.895926,-1784.227138,-1494.350291,-1369.174854,-1762.683137,-1731.78179,-1476.970871,-1683.70156,-1695.26871,-1649.346024,-1727.034037,-1595.842711,-1842.448735,-1771.177566,-1761.541892,-1623.921866,-1780.02641,-1661.719713,-1778.136732,-1687.174963,-1792.197542,-1536.841666,-1623.642393,-1683.619912,-1583.083158,-1757.957492,-1693.731998
GWP_100_AR5_GHG,Europe,Net,-454.7232671,-598.0028517,-595.365433,-621.4999774,-564.2100992,-537.2481976,-547.3897084,-538.2114859,-489.60667,-585.5715008,-413.791477,-470.7956619,-492.6234064,-472.2762357,-476.3044367,-414.2518677,-468.3182252,-391.6985149,-422.4368571,-500.131406,-417.2335759,-391.8529648,-387.594742,-364.3191542,-362.8103809,-363.4106476,-356.1684608,-338.930492,-288.6824248,-290.3391429,-334.0562641,-293.427391,-294.9133836,-289.9166546
GWP_100_AR5_GHG,Latin America and Caribbean,Net,-543.4988567,-600.1739492,-499.5519246,-330.2880297,-332.8871615,732.1684317,129.7669078,-193.9896398,164.5833871,249.9187346,370.9279333,189.9750969,425.0188792,1616.067088,1868.688986,898.6510058,524.5740071,370.202573,169.3322801,-449.1423028,-341.2959334,-244.9440226,-256.993607,-113.9486882,-314.1573105,-253.0444501,-308.2846859,-291.6891903,-301.2562355,-332.4807315,-211.9508304,-269.0711757,-231.6941499,-216.2382886
GWP_100_AR5_GHG,Middle East,Net,72.15086486,76.29308138,72.26040084,73.17088347,76.3842794,76.63566158,79.08439653,73.46750583,79.14455361,76.21262412,75.18773337,75.88611062,71.83271018,72.06055245,72.25243842,72.45980567,72.38329103,72.85616431,72.37892864,72.48445309,74.02486077,73.36462405,72.97099343,73.34187253,74.07624684,73.3082521,73.58275677,73.36217627,72.98219959,95.42645843,76.69001203,73.58562149,72.88762532,76.06233185
GWP_100_AR5_GHG,North America,Net,-1587.97522,-1614.535355,-1705.387877,-1674.498023,-1505.873745,-1476.534205,-1717.165348,-1741.804703,-1450.604789,-1658.658046,-1645.026093,-1800.341449,-1763.162133,-1802.587941,-1688.134846,-1741.141697,-1854.939519,-1877.615218,-2147.046031,-2277.493104,-2135.813225,-2075.314636,-2087.661719,-1977.878207,-2030.29622,-1893.514202,-2112.81843,-2054.471934,-1969.590082,-1985.461941,-2110.570709,-1709.452911,-1830.351712,-1281.581729
GWP_100_AR5_GHG,South-East Asia and developing Pacific,Net,2159.345339,2119.261603,2125.678781,2041.398112,1959.704722,1920.758502,1909.86199,1854.62118,1928.373617,1903.139306,1969.60223,1317.330339,1657.200349,1372.303482,1862.468253,1766.069974,2544.416651,1583.626648,1436.002757,1861.199297,1343.971573,1503.234339,1866.6668,1798.962803,2272.699385,2922.482439,1741.078993,1640.417885,1992.692387,2322.80225,2225.239643,2228.951568,2188.667735,2306.569124
GWP_100_AR5_GHG,Southern Asia,Net,1247.811057,1292.73022,1303.469372,1315.895056,1332.855068,1328.886156,1291.724852,1267.502603,1266.235905,1278.438031,1269.058424,1268.515722,1340.561707,1357.89805,1353.674897,1357.560257,1362.921536,1382.496378,1385.731995,1415.120369,1415.295884,1398.009482,1395.707277,1380.090866,1383.942991,1368.82717,1378.06941,1369.899362,1356.706086,1341.944524,1325.310311,1341.543843,1313.34272,1303.07697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,EU27,Deforestation,23.77930223,23.72145362,22.39864331,24.8912962,23.87888584,24.13226145,25.80750506,27.66028471,27.81234478,28.59831811,28.44116906,30.67354562,31.54527416,32.99326859,34.34872238,35.05383997,36.36662112,38.12750709,36.16795904,37.11174815,36.54860679,35.14841206,33.65361144,42.02531779,35.866138,37.8579332,39.15332936,33.42804075,31.95859621,31.54901153,29.60841269,29.14912956,29.14912956,29.14912956
CO2,EU27,Fires,25.18546249,18.8597672,13.82360063,9.234666145,23.78060827,23.78060827,27.52435904,4.627216741,37.31035151,12.55185428,19.46173645,21.66673289,2.468661431,11.0753467,2.051462284,10.01982719,4.538177739,6.377549248,1.514690928,2.315003505,2.523833146,3.842778909,6.693123539,2.388554679,2.229909244,1.843136074,4.268888063,18.95719923,1.647520976,3.678289402,3.812180115,5.601838345,10.56017488,5.675014768
GWP_100_AR5_CH4,EU27,Fires,2.905076956,1.643778232,1.236418848,0.839725218,2.240549606,2.240549606,2.569456104,0.843236605,3.625868754,1.197980445,1.866008007,2.561361281,0.455068272,1.064634704,0.233762842,0.882878098,0.402920877,0.677968123,0.279936993,0.203191652,0.228249699,0.6959531,0.973684339,0.292519029,0.256851918,0.230697443,0.352210225,1.666262762,0.146316252,0.784869605,0.555284407,0.474720316,1.415172135,0.519364284
GWP_100_AR5_N2O,EU27,Fires,1.009598841,0.826271522,0.623939323,0.414518685,1.039029782,1.039029782,1.188906556,0.150366101,1.593355259,0.549812592,0.839361007,0.876701237,0.083753837,0.495723265,0.104878112,0.432806407,0.199036702,0.281397066,0.069249518,0.114723565,0.113015203,0.128923244,0.27401495,0.100950736,0.090929653,0.075837027,0.190821249,0.811054883,0.071904724,0.100907225,0.14115295,0.253411016,0.406395777,0.257536523
CO2,EU27,Forest Land,-444.3205884,-563.4068373,-559.052288,-568.3650541,-518.7355054,-485.8325574,-502.684832,-469.7913051,-471.6874719,-449.9935886,-390.2322969,-433.1010458,-424.9222728,-396.1928755,-378.8415977,-326.4976067,-370.5773567,-307.0766307,-379.0662134,-446.4243715,-350.7392135,-347.8998301,-350.8474851,-340.8078859,-341.919704,-326.5051981,-313.3053511,-305.0441461,-251.6417283,-244.1034528,-270.9321165,-224.8849945,-231.5866171,-217.6640414
CO2,EU27,Organic Soil,94.65666624,94.84619512,94.2594986,92.80607089,92.01121565,92.17618287,92.73622228,91.95599088,91.93453133,92.12022982,93.16795107,93.66056195,93.42812516,93.57167341,92.93984694,93.74264475,95.11322342,94.79258258,94.77159716,95.47450444,94.91948282,95.15227837,95.52696127,95.20893172,95.60338798,95.64416332,96.26523367,96.40576001,96.42063845,96.86243946,96.86243946,96.86243946,96.86243946,96.86243946
CO2,EU27,Other Land,-44.27015661,-42.16300129,-37.52074467,-53.72119821,-57.57724682,-73.05152665,-68.36675059,-72.62437291,-73.88926216,-151.689363,-81.17578188,-90.82338227,-90.11966922,-102.7749652,-123.8535881,-124.9470572,-134.0198393,-122.3111444,-88.57608157,-88.46524464,-103.1396271,-103.803224,-98.72266111,-94.85994621,-100.406953,-117.9021726,-123.3189548,-118.806105,-123.1226335,-134.5510471,-124.1168862,-129.184122,-129.184122,-129.184122
GWP_100_AR5_GHG,EU27,Net,-341.0546383,-465.6723729,-464.2309319,-493.8999752,-433.3624631,-415.515452,-421.2251336,-417.1785829,-383.3002824,-466.6647564,-327.6318532,-374.4855251,-387.0610592,-359.767194,-373.0165132,-311.3126675,-367.9772162,-289.130771,-334.8388614,-399.6704449,-319.5456529,-316.7347085,-312.4487507,-295.6515581,-308.2794402,-308.7556036,-296.3938233,-272.5819335,-244.5193851,-245.6789827,-264.0695331,-221.7275779,-222.3774273,-214.3846788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,GLOBAL TOTAL,Deforestation,4243.792075,4011.13506,4151.942762,4155.404189,4148.612081,5116.920607,4492.264775,4189.1031,4459.590924,4424.29921,4512.876589,3846.607188,4075.624309,5077.790674,5407.950517,4518.348943,4175.639401,4037.191443,4068.976641,3585.793735,3358.047393,3878.74135,3867.896564,4190.011217,3880.068933,4050.735636,3850.79669,3816.52616,3938.518429,3811.667203,3862.060945,3877.818341,3877.818341,3877.818341
CO2,GLOBAL TOTAL,Fires,1317.971019,1367.704474,1344.534873,1587.044709,1651.565379,1651.565379,1254.110633,717.9446448,1283.263838,1410.010084,1883.065029,1372.416203,1580.016362,944.4959443,983.8748762,539.1518559,1062.832214,918.4648553,866.8334661,627.146903,610.4573869,1849.876054,1788.02159,669.6515589,939.1838294,836.5602489,579.9760424,1091.122047,1055.701659,923.2326569,661.8416889,845.223259,635.7794511,1992.039174
GWP_100_AR5_CH4,GLOBAL TOTAL,Fires,627.0844848,669.083739,663.6047227,810.0723209,653.8081942,653.8081942,644.0743774,349.6164109,695.8851068,641.7477137,840.6662501,604.575859,678.3678676,600.9484083,691.1749852,602.8416504,680.5207838,582.4146313,519.9231356,613.474683,552.4388976,605.1325868,630.2222281,517.3237491,588.0410472,632.6003166,497.8924135,466.0262205,569.3512974,649.1594874,454.7302439,427.2664562,398.0020621,629.2607182
GWP_100_AR5_N2O,GLOBAL TOTAL,Fires,205.8272658,214.4298365,222.8384417,252.2252158,219.7788777,219.7788777,227.2081554,122.1489093,212.4463259,214.0838772,269.3378548,213.1192379,183.1778098,177.6476281,189.727017,175.1862616,176.1824019,196.0360363,163.3441593,149.8982691,178.0357367,195.8647624,199.72129,140.3626885,153.3143062,158.7248697,150.6195164,164.0310462,149.4632218,153.8703365,154.2120424,149.6021377,140.2886665,166.6801665
CO2,GLOBAL TOTAL,Forest Land,-7725.508359,-7569.565591,-7518.130083,-7596.496293,-7536.130265,-7336.808117,-7368.303175,-7153.646051,-7126.771788,-6911.213591,-6685.755717,-6824.332587,-6584.110787,-6366.906283,-6174.869766,-6071.169942,-6134.299058,-5987.048959,-6654.222237,-6890.516641,-6382.751812,-6013.093095,-5912.402572,-5762.501538,-5727.999306,-5815.360945,-5871.962542,-5781.917362,-5418.44444,-5594.315376,-5556.070311,-5132.022201,-5183.880301,-5129.577479
CO2,GLOBAL TOTAL,Organic Soil,637.6816466,636.1980724,633.995519,632.0194066,630.1331489,629.1628043,627.7814057,625.0060817,623.5488738,616.5719687,615.3128926,685.665297,872.6541938,688.1512579,913.560102,958.7267753,1657.623694,741.0612387,678.4996771,953.150977,709.6696678,764.6506751,1032.990385,776.7098328,1266.506595,1496.271698,769.7307364,693.8896972,806.4682436,1152.481802,1154.090884,1154.090884,1154.090884,1154.090884
CO2,GLOBAL TOTAL,Other Land,-690.251846,-671.6381874,-690.5731366,-694.9220628,-773.0390244,-788.9484484,-835.0725857,-842.8038734,-875.8353027,-1004.71853,-906.2341393,-943.8107796,-933.4999683,-940.0770591,-869.581033,-942.7153697,-950.9765589,-905.3953394,-839.2360954,-806.6946737,-916.711743,-922.5983642,-964.1300265,-914.7932502,-1030.163545,-949.4714928,-1159.992772,-1209.363173,-1142.734857,-1096.096635,-1186.982069,-1152.505978,-1152.505978,-1152.505978
GWP_100_AR5_GHG,GLOBAL TOTAL,Net,-1383.403715,-1342.652596,-1191.786901,-854.6525142,-1005.271609,145.4792968,-957.936414,-1992.630777,-727.8720226,-609.2192671,529.2687592,-1045.759581,-127.770214,182.0505711,1141.836699,-219.6298251,667.5228776,-417.2760931,-1195.881253,-1767.746747,-1890.814473,358.573969,642.3194592,-383.2357416,68.9518599,410.0603317,-1182.939915,-759.6853638,-41.6764454,-0.000524699,-456.116575,169.4728986,-130.4068744,1537.805827
